"","match_string","COU","YEAR","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive"
"431","SVK2009","SVK",2009,1,2,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0
"432","SVK2010","SVK",2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"433","SVK2011","SVK",2011,2,3,0,0,0,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0
"434","SVK2012","SVK",2012,3,1,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,1,0
"435","SVK2014","SVK",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"436","SVK2015","SVK",2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"437","SVN1999","SVN",1999,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"438","SVN2008","SVN",2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"439","SVN2014","SVN",2014,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"440","SWE1994","SWE",1994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"441","SWE1997","SWE",1997,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"442","SWE2007","SWE",2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"443","SWE2008","SWE",2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"444","SWE2010","SWE",2010,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"445","SWE2012","SWE",2012,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"446","SWE2013","SWE",2013,2,2,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"447","SWE2014","SWE",2014,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"448","TUR2001","TUR",2001,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"449","TUR2003","TUR",2003,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"450","TUR2004","TUR",2004,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"451","TUR2005","TUR",2005,2,1,0,0,0,1,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0
"452","TUR2007","TUR",2007,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"453","TUR2011","TUR",2011,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"454","TUR2012","TUR",2012,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"455","TUR2013","TUR",2013,1,5,0,0,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0
"456","TUR2014","TUR",2014,0,4,1,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,1,0,0,1,1,1
"457","TUR2015","TUR",2015,0,2,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0
"458","TUR2016","TUR",2016,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,4,1,0
"459","TUR2017","TUR",2017,0,10,0,0,0,3,0,0,0,1,0,0,0,10,1,1,0,0,0,0,0,3,1,0
"460","TUR2018","TUR",2018,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"461","TUR2019","TUR",2019,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
"462","USA2015","USA",2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
