"","match_string","COU","YEA","Country.x","ROADpGDP","PKperCap","A.CO","A.NOX","A.NMVOC","A.PM10","A.PM2.5","Year.y","YEAR","GDPperCAP","keyword_sum","any_policy_implemented","Total.Rail.Transport","Passenger.Kilometers","TotPop","air.quality.air.pollution","allocation.quota","authorization.permit","basic.legislation","certification","clean.development.mechanism","data.collection.reporting","dispute.settlement","early.warning.system.emergency.intervention.system","ecosystem.preservation","education","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.fees.charges","environmental.planning","environmental.security","environmental.standards","framework.law","governance","hazardous.substances","hazardous.waste","inspection","institution","international.agreement.implementation","international.trade","legal.proceedings.administrative.proceedings","liability.compensation","monitoring","offences.penalties","oil","oil.pollution","ozone.layer","policy.planning","polluter.pays.principle","pollution.control","poverty","public.health","registration","renewable.energy","standards","sustainable.development","tax.levy","transboundary.effects","transport.storage","use.restrictions"
"133","FIN2000","FIN",2000,"Finland",0.328083556312064,12.2483675283026,23.5268903659306,8.1585566214511,3.51295794321767,0.754304602523659,0.327717141955836,2000,2000,37615.221205,0,FALSE,3405,63400,5176.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","FIN2001","FIN",2001,"Finland",0.322803159286836,12.4710871241326,22.2784908191654,7.79370707882535,3.28239227202473,0.737946893353941,0.313204451313756,2001,2001,38509.197764,0,FALSE,3282,64700,5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","FIN2002","FIN",2002,"Finland",0.327876028716509,12.6908433642272,20.1111141848485,7.26145594545455,2.90642622727273,0.720598287878788,0.297852545454545,2002,2002,39071.714225,0,FALSE,3318,66000,5200.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","FIN2003","FIN",2003,"Finland",0.333531885738665,12.9023594859006,17.6628158786798,6.74504536128457,2.49070722569135,0.705374858757062,0.282583972643473,2003,2003,39759.826204,0,FALSE,3338,67260,5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","FIN2004","FIN",2004,"Finland",0.358804757167551,13.110630809839,15.5874269487198,6.26758553359107,2.14612099204902,0.690203250419432,0.270009891312277,2004,2004,41226.866034,0,FALSE,3352,68545,5228.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","FIN2005","FIN",2005,"Finland",0.342543324199436,13.2384056727855,13.8921562419006,5.84103568898488,1.86306422462203,0.682635071274298,0.260680937365011,2005,2005,42228.332285,0,FALSE,3478,69450,5246.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","FIN2006","FIN",2006,"Finland",0.352101993877959,13.2911152042231,12.1762544010286,5.40985454532467,1.59587812415173,0.673156455461104,0.251145216086863,2006,2006,43760.541177,0,FALSE,3540,69995,5266.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","FIN2007","FIN",2007,"Finland",0.399660031780283,13.4863009813376,10.6624492660358,4.95777160042061,1.36746169505783,0.660818708727655,0.239057396424816,2007,2007,45884.392195,0,FALSE,3778,71325,5288.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","FIN2008","FIN",2008,"Finland",0.462498309229931,13.3511499228366,9.22197718635466,4.6031990019735,1.16371998590358,0.649906566112207,0.229043941358895,2008,2008,46029.151955,0,FALSE,4052,70940,5313.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","FIN2009","FIN",2009,"Finland",0.478970397145605,13.4615744816348,7.99639003200223,4.06081770557952,0.981385945457075,0.632466879087241,0.214016570196188,2009,2009,42110.456274,0,FALSE,3876,71870,5338.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","FIN2010","FIN",2010,"Finland",0.456978779388901,13.4774583286721,7.06691111018884,3.84523540983607,0.848008557792073,0.624375887113509,0.20708652417514,2010,2010,43253.588955,0,FALSE,3959,72285,5363.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","FIN2011","FIN",2011,"Finland",0.475670787231313,13.5534398604384,6.19289279063399,3.58853549363275,0.733762063535533,0.608185086950568,0.195522319594687,2011,2011,44150.573094,0,FALSE,3882,73030,5388.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","FIN2012","FIN",2012,"Finland",0.545552846950103,13.4484669375693,5.19821332234583,3.31108372476308,0.603042713912924,0.597317154237055,0.187158879274825,2012,2012,43326.896934,0,FALSE,4035,72810,5414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","FIN2013","FIN",2013,"Finland",0.550881018498741,13.3581540724398,4.73171664716812,3.22057971233914,0.53989495561214,0.596863904755351,0.179515821347464,2013,2013,42738.866336,0,FALSE,4053,72655,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","FIN2014","FIN",2014,"Finland",0.57223056988438,13.374828375286,4.34084074733096,3.107180057487,0.485613707911306,0.596792704626334,0.173534937038051,2014,2014,42399.7146,0,FALSE,3874,73060,5462.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","FIN2015","FIN",2015,"Finland",0.563500329863416,13.4723109205364,3.90593717071849,2.92763433331076,0.429844592672852,0.585126044558814,0.167009209724385,2015,2015,42490.211112,0,FALSE,4113,73835,5480.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","FIN2016","FIN",2016,"Finland",0.489403175829126,11.8759667352101,3.97399226962091,3.06627669240906,0.424386503631516,0.655693988844963,0.179943245686617,2016,2016,43567.153022,0,FALSE,3868,65262,5495.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","FIN2017","FIN",2017,"Finland",0.49625449222138,13.5797538215751,3.06787593850267,2.42618536631016,0.315616914438503,0.563044080213904,0.148014465240642,2017,2017,44852.705058,0,FALSE,4271,74800,5508.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","FRA2000","FRA",2000,"France",0.700852018885491,12.2662923008719,195.856249066333,76.2094997470062,35.0879458472881,5.47263984531239,5.01814227887141,2000,2000,37450.372478,0,FALSE,82253,747054,60903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","FRA2001","FRA",2001,"France",0.669298424487764,12.5663102301624,176.758170005111,72.1379612150709,31.150353033656,5.22937909349633,4.76520147149243,2001,2001,37916.240904,0,FALSE,84180,770918,61348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","FRA2002","FRA",2002,"France",0.608797912433927,12.5772865557641,155.192695288114,69.036989508843,27.4443933887955,4.99153769945936,4.51647497639039,2002,2002,38068.790553,0,FALSE,86186,777226,61796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","FRA2003","FRA",2003,"France",0.63795505121202,12.5196914919258,138.511400310333,65.8497855583492,24.1312655503406,4.84013524127814,4.35394115223644,2003,2003,38111.413674,0,FALSE,84151,779163,62235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","FRA2004","FRA",2004,"France",0.64142978216556,12.3984847276497,126.512959805641,64.2126048052097,21.3916463040461,4.66468292460149,4.17228404408463,2004,2004,38902.33218,0,FALSE,88567,777323,62695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","FRA2005","FRA",2005,"France",0.667938927557887,12.1468148429585,109.07962434021,61.9971580810385,18.5621500710292,4.26704454378397,3.75736360437384,2005,2005,39253.219162,0,FALSE,90859,767290,63168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","FRA2006","FRA",2006,"France",0.66170876060626,12.0404188086592,92.937880133807,59.8753258882931,15.9031012992914,4.10625251377829,3.59090499151955,2006,2006,39935.850053,0,FALSE,94590,765879,63609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","FRA2007","FRA",2007,"France",0.677073611288086,12.0490914488383,80.8321527092318,57.496700306544,13.5176167175412,3.93988212319335,3.42208374590561,2007,2007,40652.384466,0,FALSE,96709,771178,64003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","FRA2008","FRA",2008,"France",0.676084475577761,11.7557216326657,69.090867016032,53.5391207504527,11.4816430856055,3.75144983677192,3.22940617226841,2008,2008,40529.325787,0,FALSE,102721,756610,64361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","FRA2009","FRA",2009,"France",0.711999876092736,11.7043374760403,60.1206178000652,50.1792605691932,9.97442189606921,3.61148164828039,3.08150718260063,2009,2009,39163.379042,0,FALSE,101821,757177,64692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","FRA2010","FRA",2010,"France",0.699824673748216,11.750949839258,54.8313973605292,49.6718995472163,8.86838948557546,3.60200669554324,3.05634867745022,2010,2010,39730.929181,0,FALSE,102167,763941,65011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","FRA2011","FRA",2011,"France",0.584510611266287,11.7025715597735,44.7420464233535,48.4608017223676,7.63464675636895,3.35729628307101,2.80340093050754,2011,2011,40403.85339,0,FALSE,105596,764529,65330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","FRA2012","FRA",2012,"France",0.61303643882542,12.4258884099252,37.8159681222204,43.5836040155828,6.31021279229981,3.00083171278249,2.4846513167895,2012,2012,40332.198992,0,FALSE,105956,815772,65651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","FRA2013","FRA",2013,"France",0.596734721418384,12.4346350259884,33.7924675007982,42.5167283876896,5.63675571124603,2.81833764535557,2.30477210952333,2013,2013,40355.646331,0,FALSE,105215,820574,65991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","FRA2014","FRA",2014,"France",0.493057021593823,12.5547261430812,29.0824344425239,41.1132822904668,5.00903000856427,2.6171817390145,2.10366994062669,2014,2014,40544.300549,0,FALSE,104589,832529,66312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","FRA2015","FRA",2015,"France",0.443276899138506,12.6497949865577,27.2341963143347,40.0038103809384,4.62363224559387,2.51434904943508,1.99513114851419,2015,2015,40829.893318,0,FALSE,104849,842236,66581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","FRA2016","FRA",2016,"France",0.395523836990733,12.7776331343239,25.0302224706128,37.8282108211096,4.22973483679219,2.37688777575058,1.85973409552405,2016,2016,41122.761488,0,FALSE,104207,853942,66831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","FRA2017","FRA",2017,"France",0.378810501991384,12.8254812563323,23.3970947368421,35.7847780389059,3.94386760146144,2.24482804384319,1.72289831144465,2017,2017,41886.432475,0,FALSE,110568,860795,67116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","GBR2000","GBR",2000,"United Kingdom",0.276957995887648,11.6337681705451,233.527517496741,69.9639178010078,37.2872308989525,3.25818766923425,2.67445590662325,2000,2000,37080.558978,0,FALSE,46506.213654,685066.07249072,58886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","GBR2001","GBR",2001,"United Kingdom",0.295303765001128,11.8068140629239,229.250582381891,64.9502055264934,32.8491664163594,3.13327539527955,2.56021648506542,2001,2001,37703.767039,0,FALSE,47471.882913,697936.19970162,59113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","GBR2002","GBR",2002,"United Kingdom",0.298768591365121,12.1217442506285,203.105011052543,59.7056813801757,27.4378004619885,2.95939258066265,2.38942510262071,2002,2002,38340.208267,0,FALSE,47992.683913,719619.46918281,59366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","GBR2003","GBR",2003,"United Kingdom",0.245050078053722,11.9784083522075,184.313719743335,56.2781782168718,23.2708713715399,2.89846522001411,2.32368100849312,2003,2003,39322.371581,0,FALSE,49224.35476,714356.3389006,59637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","GBR2004","GBR",2004,"United Kingdom",0.209546610900686,11.9013570558799,168.344415732839,53.6042231994722,19.9378943834617,2.82925718822664,2.24797893840032,2004,2004,40038.522118,0,FALSE,50018.278,713486.3555,59950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","GBR2005","GBR",2005,"United Kingdom",0.223976460547607,11.7388233509344,153.143713492963,52.1033481563818,17.3343608568573,2.81178096077003,2.21989881106148,2005,2005,40762.023819,0,FALSE,51361.639,709177.5351,60413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","GBR2006","GBR",2006,"United Kingdom",0.292742980737066,11.7201749387607,133.950133697066,49.5713590484539,14.7117257976895,2.70542036835439,2.11455888069026,2006,2006,41530.753991,0,FALSE,53900.416,712903.081,60827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","GBR2007","GBR",2007,"United Kingdom",0.27336367208384,11.6405937050506,118.417241845828,47.9138791484497,12.7461711798792,2.64041515224986,2.03993031641479,2007,2007,42132.499715,0,FALSE,57405.335,713789.5654,61319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","GBR2008","GBR",2008,"United Kingdom",0.300736949820862,11.4811616524327,107.721852321271,44.6295432040563,11.396059385008,2.49748247329349,1.90651439833721,2008,2008,41688.205956,0,FALSE,60221.458,709811.338,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","GBR2009","GBR",2009,"United Kingdom",0.375748754110164,11.3423521321534,79.7668763461529,36.7033217757246,7.52083862377891,2.42110275541115,1.83886020791706,2009,2009,39637.38435,0,FALSE,60335.555,706186.1861,62261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","GBR2010","GBR",2010,"United Kingdom",0.345097708403762,11.0864220267686,69.81368724113,35.9456819375794,6.50345078203874,2.43901954433186,1.84495953253565,2010,2010,40160.359576,0,FALSE,63047.61,695783.8464,62760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","GBR2011","GBR",2011,"United Kingdom",0.289264568205384,11.0024399573359,57.479613835869,34.0348142277591,5.42070670062911,2.28158482094352,1.6885345497944,2011,2011,40407.703705,0,FALSE,66099.044,696289.4127,63285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","GBR2012","GBR",2012,"United Kingdom",0.261869050834954,11.0383280480339,50.8590610423101,32.699607986763,4.69310205083342,2.19743423953779,1.60567795438521,2012,2012,40731.332172,0,FALSE,69014.878,703196.6883,63705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","GBR2013","GBR",2013,"United Kingdom",0.285565553451875,10.911366734783,43.6213914873484,31.8750169849292,4.08069869543116,2.11724163998227,1.51621702414798,2013,2013,41241.561071,0,FALSE,70703.517,699484.0759,64106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","GBR2014","GBR",2014,"United Kingdom",0.33721272470075,11.0875714924842,35.8158682691864,30.6918426844575,3.55930061210889,2.02226429973408,1.41464702262639,2014,2014,42152.311593,0,FALSE,73714.966,716223.8557,64597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","GBR2015","GBR",2015,"United Kingdom",0.340185158008535,11.0794866810014,31.9355950494288,29.9511168300811,3.31802375493062,1.99151825669289,1.36838469475282,2015,2015,42916.969651,0,FALSE,76060.135,721385.3778,65110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","GBR2016","GBR",2016,"United Kingdom",0.347654809638617,11.1419139806239,27.1734282392158,28.9719522661333,3.04911706005628,1.95289606775276,1.31270085421903,2016,2016,43528.704545,0,FALSE,78228.912,731444.369,65648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","GBR2017","GBR",2017,"United Kingdom",0.379455621290489,11.2864164142944,23.2647804547992,26.9371595766173,2.79539570771477,1.86401061486223,1.22563260934448,2017,2017,44193.911872,0,FALSE,79496.193,745354.94,66040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","GRC2000","GRC",2000,"Greece",0.967346175404766,3.74410177649106,169.518361916654,40.3923314664096,33.571736962183,1.9911317707252,1.70374642058431,2000,2000,27587.574946,0,FALSE,1628,40458,10805.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","GRC2001","GRC",2001,"Greece",1.02648174243671,3.78221762071694,166.809280498357,40.4844499590098,32.6533299732736,2.02553125394932,1.7257071523988,2001,2001,28578.35634,0,FALSE,1797,41083,10862.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","GRC2002","GRC",2002,"Greece",1.01092418916313,3.83516610018065,154.484573685633,39.5508293611729,32.5894620298486,2.03328872760757,1.72665272559853,2002,2002,29590.863974,0,FALSE,1836,41811,10902.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","GRC2003","GRC",2003,"Greece",0.890162994730823,3.84595992108777,148.567070828547,39.3717051417355,32.6233248849128,2.05722372628423,1.73896767964977,2003,2003,31230.787701,0,FALSE,1574,42029,10928.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","GRC2004","GRC",2004,"Greece",0.756353268761552,3.88821234334898,143.608154774556,39.1082036093295,31.6173575782937,2.04618454380693,1.71595566569631,2004,2004,32730.320215,0,FALSE,1669,42596,10955.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","GRC2005","GRC",2005,"Greece",0.511243498642924,3.86662773705621,127.529990868845,38.0548658951135,28.5758049426608,2.02424451803032,1.68182727746917,2005,2005,32829.958756,0,FALSE,1854,42484,10987.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","GRC2006","GRC",2006,"Greece",0.614204763748076,3.83915528239329,132.95164234196,38.7660797890992,24.5827514278522,2.0863964624548,1.72668191630622,2006,2006,34581.656934,7,TRUE,1811,42309,11020.393,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"194","GRC2007","GRC",2007,"Greece",0.63865521051494,3.85364564000956,115.959546295723,38.1381719362332,21.3083940950513,2.06817147826291,1.70072721060667,2007,2007,35622.921448,7,TRUE,1930,42577,11048.499,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"195","GRC2008","GRC",2008,"Greece",0.712043533542375,3.80777411672269,104.498320489261,37.2837242042577,19.0266013106775,2.07128883127874,1.69390300009483,2008,2008,35409.414343,7,TRUE,1657,42182,11077.863,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"196","HUN2000","HUN",2000,"Hungary",0.321649511866557,6.32868313894927,75.3992559784284,11.3317412841602,10.3152580982019,0.692245117003497,0.618454094487945,2000,2000,18903.726786,0,FALSE,9693,64622,10210.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","HUN2001","HUN",2001,"Hungary",0.381299405242982,6.33183006438431,73.5428770616067,11.3717518107463,10.0315389633212,0.733595177502868,0.654313201376616,2001,2001,19719.061433,0,FALSE,10005,64506,10187.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","HUN2002","HUN",2002,"Hungary",0.365011113077165,6.36917971438607,67.6955305604154,11.4248621114649,9.4458003538685,0.76446264956261,0.678423312540571,2002,2002,20712.894129,0,FALSE,10531,64702,10158.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","HUN2003","HUN",2003,"Hungary",0.296080762085547,6.52763320628593,65.152404640392,11.1795497225129,8.73226147956807,0.773634155046732,0.684627928495811,2003,2003,21620.757562,0,FALSE,10286,66122,10129.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
